ID,adj.P.Val,P.Value,t,B,logFC,Gene,Gene.title
1552643_at,0.101699,5.74E-03,-2.9131305,-2.33968,-2.07E-01,ZNF626,zinc finger protein 626
209683_at,0.101699,5.74E-03,-2.9130991,-2.33975,-3.60E-01,FAM49A,family with sequence similarity 49 member A
228990_at,0.101913,5.75E-03,2.9121825,-2.34188,6.29E-01,SNORA16A///SNORA61///SNORA44///SNHG12,"small nucleolar RNA, H/ACA box 16A///small nucleolar RNA, H/ACA box 61///small nucleolar RNA, H/ACA box 44///small nucleolar RNA host gene 12"
200807_s_at,0.102042,5.76E-03,2.9115819,-2.34327,4.67E-01,HSPD1,heat shock protein family D (Hsp60) member 1
240555_at,0.102163,5.77E-03,-2.9110135,-2.34459,-2.12E-01,,
1555198_x_at,0.102195,5.78E-03,-2.9107747,-2.34514,-2.15E-01,C21orf58,chromosome 21 open reading frame 58
209518_at,0.102204,5.78E-03,2.9106196,-2.3455,2.47E-01,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
242086_at,0.102219,5.78E-03,-2.9103104,-2.34622,-6.58E-01,SPATA6,spermatogenesis associated 6
224767_at,0.102219,5.78E-03,2.9102826,-2.34629,3.92E-01,LOC100506548///RPL37,uncharacterized LOC100506548///ribosomal protein L37
202377_at,0.102219,5.78E-03,-2.9101983,-2.34648,-3.43E-01,LEPROT,leptin receptor overlapping transcript
230558_at,0.102267,5.79E-03,-2.9098979,-2.34718,-1.89E-01,KNDC1,kinase non-catalytic C-lobe domain containing 1
236908_at,0.102269,5.79E-03,2.9097665,-2.34748,4.37E-01,,
222047_s_at,0.102277,5.79E-03,2.9096155,-2.34783,2.85E-01,SRRT,"serrate, RNA effector molecule"
238117_at,0.10232,5.80E-03,-2.9093376,-2.34848,-3.96E-01,PPOX,protoporphyrinogen oxidase
218901_at,0.102324,5.80E-03,-2.9091905,-2.34882,-7.95E-01,PLSCR4,phospholipid scramblase 4
206983_at,0.102324,5.80E-03,-2.9090793,-2.34908,-8.28E-01,CCR6,C-C motif chemokine receptor 6
234708_at,0.1024,5.81E-03,-2.90861,-2.35016,-1.95E-01,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1
224821_at,0.1024,5.81E-03,-2.9085543,-2.35029,-3.87E-01,ABHD14B,abhydrolase domain containing 14B
1552562_at,0.102409,5.81E-03,-2.9083321,-2.35081,-2.06E-01,ZNF570,zinc finger protein 570
204127_at,0.102409,5.81E-03,2.9082775,-2.35093,6.39E-01,RFC3,replication factor C subunit 3
229499_at,0.102526,5.82E-03,-2.9077246,-2.35222,-3.42E-01,CAPN13,calpain 13
243753_at,0.102594,5.83E-03,-2.9072804,-2.35325,-4.73E-01,ERICH3,glutamate rich 3
237441_at,0.102594,5.83E-03,-2.9072309,-2.35336,-4.01E-01,,
218285_s_at,0.102746,5.84E-03,-2.9065508,-2.35494,-4.47E-01,BDH2,"3-hydroxybutyrate dehydrogenase, type 2"
224578_at,0.102772,5.84E-03,2.9063337,-2.35544,3.24E-01,RCC2,regulator of chromosome condensation 2
214700_x_at,0.102794,5.85E-03,2.906133,-2.3559,6.72E-01,RIF1,replication timing regulatory factor 1
218898_at,0.102906,5.86E-03,2.9055502,-2.35725,5.27E-01,FAM57A,family with sequence similarity 57 member A
212966_at,0.102906,5.86E-03,2.905408,-2.35758,3.64E-01,HIC2,hypermethylated in cancer 2
202729_s_at,0.102906,5.86E-03,2.9053572,-2.3577,5.32E-01,LTBP1,latent transforming growth factor beta binding protein 1
210788_s_at,0.102973,5.86E-03,-2.9049888,-2.35856,-5.45E-01,DHRS7,dehydrogenase/reductase 7
221601_s_at,0.103015,5.87E-03,-2.9047143,-2.35919,-9.40E-01,FCMR,Fc fragment of IgM receptor
218883_s_at,0.103129,5.88E-03,2.9040297,-2.36078,8.21E-01,CENPU,centromere protein U
217906_at,0.103129,5.88E-03,-2.9040048,-2.36083,-4.32E-01,KLHDC2,kelch domain containing 2
219913_s_at,0.103129,5.88E-03,2.9038787,-2.36113,6.04E-01,CRNKL1,crooked neck pre-mRNA splicing factor 1
218927_s_at,0.103129,5.88E-03,2.9038117,-2.36128,3.84E-01,CHST12,carbohydrate (chondroitin 4) sulfotransferase 12
1565567_at,0.103134,5.89E-03,-2.9036713,-2.36161,-7.38E-01,,
201066_at,0.10319,5.89E-03,2.9032665,-2.36254,6.14E-01,CYC1,cytochrome c1
219787_s_at,0.10319,5.89E-03,2.9032233,-2.36264,9.05E-01,ECT2,epithelial cell transforming 2
228300_at,0.103216,5.90E-03,-2.9030063,-2.36315,-3.43E-01,FAM187A///CCDC103,family with sequence similarity 187 member A///coiled-coil domain containing 103
213672_at,0.103274,5.90E-03,2.9026503,-2.36397,3.95E-01,MIR6758///MARS,microRNA 6758///methionyl-tRNA synthetase
203404_at,0.103274,5.90E-03,-2.9025547,-2.36419,-3.47E-01,ARMCX2,"armadillo repeat containing, X-linked 2"
220908_at,0.103333,5.91E-03,-2.9022165,-2.36498,-3.16E-01,CCDC33,coiled-coil domain containing 33
218951_s_at,0.103389,5.91E-03,2.9018304,-2.36587,3.01E-01,PLCXD1,phosphatidylinositol specific phospholipase C X domain containing 1
218982_s_at,0.103389,5.91E-03,2.9017711,-2.36601,5.35E-01,MRPS17,mitochondrial ribosomal protein S17
222028_at,0.103397,5.92E-03,2.9016215,-2.36635,4.03E-01,ZNF45,zinc finger protein 45
207327_at,0.103471,5.92E-03,-2.9012269,-2.36727,-2.97E-01,EYA4,EYA transcriptional coactivator and phosphatase 4
223332_x_at,0.103493,5.93E-03,2.9010268,-2.36773,2.35E-01,RNF126,ring finger protein 126
220274_at,0.103652,5.94E-03,-2.9003274,-2.36935,-3.22E-01,IQCA1,IQ motif containing with AAA domain 1
1569201_a_at,0.103663,5.94E-03,2.9001641,-2.36973,2.46E-01,,
228977_at,0.103675,5.94E-03,2.9000023,-2.3701,6.13E-01,LOC729680,uncharacterized LOC729680
204999_s_at,0.103723,5.95E-03,2.8996014,-2.37103,5.99E-01,ATF5,activating transcription factor 5
1554117_at,0.103723,5.95E-03,-2.8995844,-2.37107,-3.74E-01,CCDC60,coiled-coil domain containing 60
217777_s_at,0.103815,5.96E-03,2.899127,-2.37213,4.98E-01,HACD3,3-hydroxyacyl-CoA dehydratase 3
209228_x_at,0.103815,5.96E-03,2.8990098,-2.3724,9.30E-01,TUSC3,tumor suppressor candidate 3
228273_at,0.103851,5.96E-03,2.8987556,-2.37298,8.51E-01,PRR11,proline rich 11
243052_at,0.103858,5.96E-03,-2.8986091,-2.37332,-1.64E-01,MOB3C,MOB kinase activator 3C
1561101_at,0.104022,5.98E-03,-2.897891,-2.37498,-2.93E-01,JAKMIP2-AS1,JAKMIP2 antisense RNA 1
222685_at,0.104022,5.98E-03,2.8977185,-2.37538,6.79E-01,HAUS6,HAUS augmin like complex subunit 6
1557353_at,0.104022,5.98E-03,-2.8976529,-2.37554,-2.77E-01,,
200806_s_at,0.104054,5.98E-03,2.8974155,-2.37608,8.78E-01,HSPD1,heat shock protein family D (Hsp60) member 1
218507_at,0.104151,5.99E-03,2.8969419,-2.37718,5.60E-01,HILPDA,hypoxia inducible lipid droplet associated
207746_at,0.104287,6.00E-03,2.8963301,-2.37859,5.81E-01,POLQ,DNA polymerase theta
230104_s_at,0.104389,6.01E-03,-2.8958402,-2.37973,-9.34E-01,TPPP,tubulin polymerization promoting protein
216609_at,0.104486,6.02E-03,-2.8953664,-2.38082,-5.92E-01,TXN,thioredoxin
207128_s_at,0.104537,6.02E-03,2.8950617,-2.38153,3.48E-01,ZNF223,zinc finger protein 223
231169_at,0.104622,6.03E-03,2.894635,-2.38251,3.51E-01,,
203156_at,0.104758,6.04E-03,-2.8940241,-2.38392,-4.24E-01,AKAP11,A-kinase anchoring protein 11
226841_at,0.104798,6.04E-03,-2.8937547,-2.38455,-7.54E-01,MPEG1,macrophage expressed 1
1562546_at,0.104798,6.04E-03,2.8935699,-2.38497,1.81E-01,LOC101930657,uncharacterized LOC101930657
203358_s_at,0.104798,6.05E-03,2.8935169,-2.3851,7.01E-01,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit
244758_at,0.104813,6.05E-03,2.8932781,-2.38565,4.34E-01,ZBED9,zinc finger BED-type containing 9
221530_s_at,0.104813,6.05E-03,-2.893049,-2.38618,-6.95E-01,BHLHE41,basic helix-loop-helix family member e41
226717_at,0.104813,6.05E-03,-2.8929991,-2.38629,-4.18E-01,LRTOMT,leucine rich transmembrane and O-methyltransferase domain containing
215148_s_at,0.104813,6.05E-03,2.8929499,-2.38641,2.99E-01,APBA3,amyloid beta precursor protein binding family A member 3
234316_x_at,0.104813,6.06E-03,-2.892866,-2.3866,-2.33E-01,KLK12,kallikrein related peptidase 12
210159_s_at,0.104827,6.06E-03,-2.8926927,-2.387,-5.93E-01,TRIM31,tripartite motif containing 31
201292_at,0.104879,6.06E-03,2.8923874,-2.38771,9.21E-01,TOP2A,topoisomerase (DNA) II alpha
212685_s_at,0.104961,6.07E-03,2.8918932,-2.38885,2.71E-01,TBL2,transducin (beta)-like 2
227676_at,0.104961,6.07E-03,-2.8917062,-2.38928,-9.14E-01,FAM3D,family with sequence similarity 3 member D
216306_x_at,0.104961,6.08E-03,2.8916536,-2.3894,2.39E-01,MIR4745///PTBP1,microRNA 4745///polypyrimidine tract binding protein 1
211767_at,0.104961,6.08E-03,2.8915945,-2.38954,3.86E-01,GINS4,GINS complex subunit 4
209336_at,0.104961,6.08E-03,2.891491,-2.38978,3.34E-01,PWP2,PWP2 periodic tryptophan protein homolog (yeast)
1569728_at,0.105135,6.09E-03,-2.8907462,-2.3915,-1.52E-01,LINC00423,long intergenic non-protein coding RNA 423
235924_at,0.105181,6.09E-03,2.8904616,-2.39215,6.15E-01,FRK,fyn related Src family tyrosine kinase
218793_s_at,0.105201,6.10E-03,2.8902669,-2.3926,6.38E-01,SCML1,sex comb on midleg-like 1 (Drosophila)
222704_at,0.105258,6.10E-03,2.889943,-2.39335,1.93E-01,POLR1A,RNA polymerase I subunit A
225145_at,0.105287,6.11E-03,2.8897197,-2.39387,2.97E-01,NCOA5,nuclear receptor coactivator 5
232951_at,0.105468,6.12E-03,-2.8888259,-2.39593,-4.89E-01,,
202290_at,0.105468,6.12E-03,2.8887402,-2.39613,2.91E-01,PDAP1,PDGFA associated protein 1
201589_at,0.105468,6.12E-03,2.8886075,-2.39643,5.32E-01,SMC1A,structural maintenance of chromosomes 1A
204525_at,0.105468,6.12E-03,2.8885925,-2.39647,7.75E-01,PHF14,PHD finger protein 14
212016_s_at,0.105475,6.13E-03,2.8883746,-2.39697,2.19E-01,MIR4745///PTBP1,microRNA 4745///polypyrimidine tract binding protein 1
218617_at,0.105475,6.13E-03,2.8883196,-2.3971,3.63E-01,TRIT1,tRNA isopentenyltransferase 1
209635_at,0.105475,6.13E-03,2.8882098,-2.39735,2.49E-01,AP1S1,adaptor related protein complex 1 sigma 1 subunit
217462_at,0.105496,6.14E-03,-2.8878532,-2.39817,-1.74E-01,MYRF,myelin regulatory factor
238508_at,0.105496,6.14E-03,2.8878187,-2.39825,1.97E-01,DBF4B,DBF4 zinc finger B
234105_at,0.105496,6.14E-03,-2.8877759,-2.39835,-2.33E-01,,
227377_at,0.105541,6.14E-03,2.8874562,-2.39909,2.69E-01,IGF2BP1,insulin like growth factor 2 mRNA binding protein 1
238180_at,0.105541,6.15E-03,-2.8872912,-2.39947,-2.97E-01,LOC102724094,uncharacterized LOC102724094
209665_at,0.105541,6.15E-03,-2.8872283,-2.39962,-3.30E-01,CYB561D2,cytochrome b561 family member D2
238366_at,0.105541,6.15E-03,-2.8869289,-2.40031,-1.60E-01,C1orf228,chromosome 1 open reading frame 228
219361_s_at,0.105541,6.15E-03,2.8868674,-2.40045,2.91E-01,AEN,apoptosis enhancing nuclease
201755_at,0.105541,6.15E-03,2.8868344,-2.40053,3.98E-01,MCM5,minichromosome maintenance complex component 5
217923_at,0.105541,6.16E-03,2.8866491,-2.40095,3.30E-01,PEF1,penta-EF-hand domain containing 1
225031_at,0.105541,6.16E-03,2.8866036,-2.40106,4.80E-01,CHD6,chromodomain helicase DNA binding protein 6
242310_at,0.105541,6.16E-03,2.8864456,-2.40142,7.04E-01,,
228293_at,0.105541,6.16E-03,2.8864232,-2.40147,7.93E-01,DEPDC7,DEP domain containing 7
1553391_at,0.105597,6.16E-03,-2.8861044,-2.40221,-2.09E-01,CXorf58,chromosome X open reading frame 58
1563027_at,0.105705,6.17E-03,-2.8855977,-2.40338,-1.65E-01,LOC101927406,uncharacterized LOC101927406
236124_at,0.105712,6.18E-03,-2.8854542,-2.40371,-4.63E-01,LOC153546,uncharacterized LOC153546
221856_s_at,0.105728,6.18E-03,-2.8852792,-2.40411,-2.01E-01,FAM63A,family with sequence similarity 63 member A
1567254_at,0.10576,6.18E-03,-2.8850462,-2.40465,-1.56E-01,OR10D1P,olfactory receptor family 10 subfamily D member 1 pseudogene
237968_at,0.105794,6.19E-03,2.8848066,-2.4052,4.86E-01,ATL2,atlastin GTPase 2
204026_s_at,0.105848,6.19E-03,2.8844937,-2.40592,6.75E-01,ZWINT,ZW10 interacting kinetochore protein
211470_s_at,0.105889,6.20E-03,2.8842261,-2.40654,4.98E-01,SULT1C2,sulfotransferase family 1C member 2
201571_s_at,0.105893,6.20E-03,2.8840017,-2.40706,6.31E-01,DCTD,dCMP deaminase
207508_at,0.105893,6.20E-03,2.8839212,-2.40724,4.51E-01,ATP5G3,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)"
216446_at,0.105893,6.20E-03,-2.8838583,-2.40739,-1.67E-01,,
205870_at,0.105966,6.21E-03,-2.8834779,-2.40827,-2.70E-01,BDKRB2,bradykinin receptor B2
227578_at,0.105976,6.21E-03,2.8833234,-2.40862,2.41E-01,TMPO-AS1,TMPO antisense RNA 1
205203_at,0.105989,6.21E-03,2.8831587,-2.409,2.90E-01,PLD1,phospholipase D1
243010_at,0.106074,6.22E-03,2.882737,-2.40997,4.21E-01,MSI2,musashi RNA binding protein 2
213503_x_at,0.106093,6.22E-03,-2.8825523,-2.4104,-4.63E-01,ANXA2,annexin A2
240148_at,0.106124,6.23E-03,2.8823203,-2.41094,2.97E-01,,
217542_at,0.10615,6.23E-03,2.882111,-2.41142,5.68E-01,MDM2,MDM2 proto-oncogene
212188_at,0.106215,6.24E-03,-2.8817602,-2.41223,-7.18E-01,KCTD12,potassium channel tetramerization domain containing 12
224832_at,0.106215,6.24E-03,2.8815124,-2.4128,5.03E-01,DUSP16,dual specificity phosphatase 16
227651_at,0.106215,6.24E-03,2.8813579,-2.41315,1.94E-01,NACC1,nucleus accumbens associated 1
213590_at,0.106215,6.24E-03,-2.8812447,-2.41341,-4.28E-01,SLC16A5,solute carrier family 16 member 5
229771_at,0.106215,6.25E-03,-2.8811168,-2.41371,-3.17E-01,MAP3K13,mitogen-activated protein kinase kinase kinase 13
235421_at,0.106215,6.25E-03,-2.8810697,-2.41382,-5.83E-01,MAP3K8,mitogen-activated protein kinase kinase kinase 8
226974_at,0.106215,6.25E-03,2.8810519,-2.41386,8.26E-01,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
218009_s_at,0.106219,6.25E-03,2.8809181,-2.41417,7.68E-01,PRC1,protein regulator of cytokinesis 1
221207_s_at,0.106236,6.25E-03,-2.880704,-2.41466,-1.09,NBEA,neurobeachin
217638_at,0.106236,6.26E-03,-2.8805219,-2.41508,-2.12E-01,,
221936_x_at,0.106236,6.26E-03,-2.8805066,-2.41511,-1.82E-01,MRPL41,mitochondrial ribosomal protein L41
1553977_a_at,0.106337,6.26E-03,-2.8800164,-2.41624,-3.07E-01,CYP39A1,cytochrome P450 family 39 subfamily A member 1
200870_at,0.106337,6.27E-03,2.8799089,-2.41649,4.64E-01,STRAP,serine/threonine kinase receptor associated protein
229671_s_at,0.106447,6.27E-03,2.8793998,-2.41766,4.45E-01,MIS18A,MIS18 kinetochore protein A
203067_at,0.106474,6.28E-03,2.8791837,-2.41816,5.24E-01,PDHX,pyruvate dehydrogenase complex component X
220108_at,0.106524,6.29E-03,-2.8787721,-2.41911,-4.21E-01,GNA14,G protein subunit alpha 14
232623_at,0.106524,6.29E-03,-2.8787697,-2.41912,-3.35E-01,LOC100128751,INM04
231222_at,0.10654,6.29E-03,-2.8784214,-2.41992,-1.89E-01,,
219753_at,0.10654,6.29E-03,-2.8783194,-2.42015,-3.98E-01,STAG3,stromal antigen 3
214607_at,0.10654,6.29E-03,2.8783174,-2.42016,4.60E-01,PAK3,p21 (RAC1) activated kinase 3
242028_at,0.10654,6.29E-03,-2.8782456,-2.42032,-4.52E-01,ZNF709,zinc finger protein 709
240935_at,0.106594,6.30E-03,-2.877922,-2.42107,-1.63E-01,,
224994_at,0.106594,6.30E-03,-2.8778167,-2.42131,-5.85E-01,CAMK2D,calcium/calmodulin dependent protein kinase II delta
213236_at,0.10685,6.32E-03,-2.8767873,-2.42368,-3.71E-01,SASH1,SAM and SH3 domain containing 1
236885_at,0.106996,6.33E-03,2.8761525,-2.42514,2.42E-01,MEX3A,mex-3 RNA binding family member A
204441_s_at,0.107104,6.34E-03,2.8756511,-2.4263,2.84E-01,POLA2,"DNA polymerase alpha 2, accessory subunit"
1569579_at,0.107269,6.35E-03,-2.874889,-2.42805,-2.45E-01,,
1554906_a_at,0.107269,6.35E-03,-2.8747203,-2.42844,-2.10E-01,MPHOSPH6,M-phase phosphoprotein 6
205662_at,0.107269,6.35E-03,-2.8747163,-2.42845,-4.64E-01,B9D1,B9 domain containing 1
221580_s_at,0.107316,6.36E-03,2.8741776,-2.42969,5.93E-01,MIR1304///SNORD5///SNORA32///SNORA40///SNORA18///SNORA1///SNORA8///TAF1D,"microRNA 1304///small nucleolar RNA, C/D box 5///small nucleolar RNA, H/ACA box 32///small nucleolar RNA, H/ACA box 40///small nucleolar RNA, H/ACA box 18///small nucleolar RNA, H/ACA box 1///small nucleolar RNA, H/ACA box 8///TATA-box binding protein associated factor, RNA polymerase I subunit D"
211105_s_at,0.107316,6.36E-03,-2.8741352,-2.42978,-4.44E-01,NFATC1,nuclear factor of activated T-cells 1
226483_at,0.107316,6.37E-03,2.8739359,-2.43024,6.50E-01,TMEM68,transmembrane protein 68
226958_s_at,0.107316,6.37E-03,-2.8739214,-2.43028,-2.99E-01,MED11,mediator complex subunit 11
227388_at,0.107316,6.37E-03,2.873895,-2.43034,6.29E-01,TUSC1,tumor suppressor candidate 1
207134_x_at,0.107316,6.37E-03,-2.8738218,-2.4305,-2.88E-01,TPSB2,tryptase beta 2 (gene/pseudogene)
211951_at,0.107316,6.37E-03,2.8737291,-2.43072,3.63E-01,NOLC1,nucleolar and coiled-body phosphoprotein 1
244840_x_at,0.107399,6.38E-03,2.8733178,-2.43166,5.55E-01,DOCK4,dedicator of cytokinesis 4
211972_x_at,0.107407,6.38E-03,2.8731723,-2.432,2.21E-01,RPLP0,ribosomal protein lateral stalk subunit P0
242615_at,0.107413,6.38E-03,-2.8730004,-2.43239,-1.72E-01,CFAP100,cilia and flagella associated protein 100
222405_at,0.107413,6.38E-03,2.8729191,-2.43258,4.90E-01,HACD3,3-hydroxyacyl-CoA dehydratase 3
213134_x_at,0.10748,6.39E-03,2.8725634,-2.4334,6.64E-01,BTG3,BTG anti-proliferation factor 3
205845_at,0.107618,6.40E-03,-2.8719595,-2.43479,-2.11E-01,CACNA1H,calcium voltage-gated channel subunit alpha1 H
238826_x_at,0.107697,6.41E-03,2.8715539,-2.43572,2.11E-01,WDR12,WD repeat domain 12
241379_at,0.107697,6.41E-03,2.871448,-2.43596,3.37E-01,APLF,aprataxin and PNKP like factor
239620_at,0.107729,6.41E-03,-2.871217,-2.43649,-2.43E-01,TTC23L,tetratricopeptide repeat domain 23 like
201268_at,0.10775,6.41E-03,2.8710267,-2.43693,5.20E-01,NME1-NME2///NME2,NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 2
229734_at,0.107762,6.42E-03,2.870868,-2.4373,3.93E-01,MIR4697///MIR4697HG,microRNA 4697///MIR4697 host gene
211980_at,0.107772,6.42E-03,2.8707148,-2.43765,1.06,COL4A1,collagen type IV alpha 1 chain
206186_at,0.107896,6.43E-03,2.8700725,-2.43913,2.09E-01,MPP3,membrane palmitoylated protein 3
1562059_at,0.107896,6.44E-03,2.8698155,-2.43972,3.12E-01,,
244304_at,0.107896,6.44E-03,2.8697611,-2.43984,4.51E-01,DIS3L2,DIS3 like 3'-5' exoribonuclease 2
243950_at,0.107896,6.44E-03,-2.8697069,-2.43997,-1.65E-01,,
242751_at,0.107896,6.44E-03,2.8696457,-2.44011,2.88E-01,,
201042_at,0.107896,6.44E-03,-2.8695797,-2.44026,-4.96E-01,TGM2,transglutaminase 2
243372_at,0.107957,6.44E-03,2.8692457,-2.44103,3.83E-01,HSPD1,heat shock protein family D (Hsp60) member 1
214934_at,0.107975,6.45E-03,2.8689634,-2.44167,3.50E-01,ATP9B,ATPase phospholipid transporting 9B (putative)
201935_s_at,0.107975,6.45E-03,-2.8689271,-2.44176,-5.01E-01,EIF4G3,eukaryotic translation initiation factor 4 gamma 3
204663_at,0.107975,6.45E-03,-2.8687578,-2.44215,-3.56E-01,ME3,malic enzyme 3
212744_at,0.107975,6.45E-03,-2.868717,-2.44224,-3.92E-01,BBS4,Bardet-Biedl syndrome 4
233607_at,0.107975,6.46E-03,-2.8686006,-2.44251,-4.07E-01,,
233996_x_at,0.10805,6.46E-03,2.8682104,-2.4434,9.99E-02,EYS,eyes shut homolog (Drosophila)
215099_s_at,0.10805,6.46E-03,-2.868106,-2.44364,-1.61E-01,RXRB,retinoid X receptor beta
218172_s_at,0.108121,6.47E-03,2.8677061,-2.44456,5.34E-01,DERL1,derlin 1
236222_at,0.108121,6.47E-03,-2.8676246,-2.44475,-1.15,MAATS1,MYCBP associated and testis expressed 1
217882_at,0.108174,6.48E-03,-2.8673216,-2.44545,-3.41E-01,EMC3,ER membrane protein complex subunit 3
205637_s_at,0.108197,6.48E-03,-2.8671249,-2.4459,-1.80E-01,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3"
207387_s_at,0.108235,6.49E-03,-2.8668722,-2.44648,-3.80E-01,GK,glycerol kinase
206803_at,0.108415,6.50E-03,-2.866127,-2.44819,-1.73E-01,PDYN,prodynorphin
205963_s_at,0.108425,6.50E-03,2.865974,-2.44854,2.80E-01,DNAJA3,DnaJ heat shock protein family (Hsp40) member A3
206544_x_at,0.10847,6.51E-03,2.865702,-2.44917,6.93E-01,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
226640_at,0.108533,6.51E-03,2.8653641,-2.44994,2.83E-01,DAGLB,diacylglycerol lipase beta
227772_at,0.108535,6.51E-03,2.8651743,-2.45038,4.80E-01,LATS1,large tumor suppressor kinase 1
211137_s_at,0.108535,6.52E-03,2.8650658,-2.45063,6.81E-01,ATP2C1,ATPase secretory pathway Ca2+ transporting 1
202954_at,0.108535,6.52E-03,2.8650093,-2.45076,6.39E-01,UBE2C,ubiquitin conjugating enzyme E2 C
224428_s_at,0.1086,6.52E-03,2.8646658,-2.45155,7.77E-01,CDCA7,cell division cycle associated 7
209790_s_at,0.10863,6.53E-03,2.8643834,-2.45219,5.75E-01,CASP6,caspase 6
222805_at,0.10863,6.53E-03,2.8643279,-2.45232,6.34E-01,MANEA,mannosidase endo-alpha
214720_x_at,0.108653,6.53E-03,2.8641338,-2.45277,5.76E-01,Sep-10,septin 10
207396_s_at,0.108653,6.53E-03,2.8640151,-2.45304,4.12E-01,ALG3,"ALG3, alpha-1,3- mannosyltransferase"
230112_at,0.108659,6.54E-03,-2.8638783,-2.45335,-2.46E-01,Mar-04,membrane associated ring-CH-type finger 4
229099_at,0.108711,6.54E-03,2.8635823,-2.45403,4.10E-01,UQCC3,ubiquinol-cytochrome c reductase complex assembly factor 3
201671_x_at,0.108726,6.55E-03,2.863318,-2.45464,3.24E-01,USP14,ubiquitin specific peptidase 14
222407_s_at,0.108726,6.55E-03,-2.8632974,-2.45469,-3.96E-01,ZNF106,zinc finger protein 106
213666_at,0.108785,6.55E-03,-2.8629767,-2.45542,-5.29E-01,Sep-06,septin 6
241739_at,0.1088,6.56E-03,-2.8627887,-2.45585,-2.17E-01,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1
239785_at,0.1088,6.56E-03,-2.8626925,-2.45607,-5.67E-01,DZIP1L,DAZ interacting zinc finger protein 1 like
206084_at,0.108929,6.57E-03,2.8621245,-2.45738,9.47E-01,PTPRR,"protein tyrosine phosphatase, receptor type R"
222335_at,0.109002,6.57E-03,2.8617558,-2.45822,6.86E-01,,
200819_s_at,0.109124,6.58E-03,2.8611172,-2.45969,2.28E-01,RPS15,ribosomal protein S15
226796_at,0.109124,6.59E-03,-2.8609397,-2.4601,-3.18E-01,ABHD15,abhydrolase domain containing 15
214862_x_at,0.109124,6.59E-03,2.8609238,-2.46013,3.54E-01,TET1,tet methylcytosine dioxygenase 1
221875_x_at,0.109124,6.59E-03,-2.8608689,-2.46026,-4.23E-01,HLA-F,"major histocompatibility complex, class I, F"
218698_at,0.109174,6.59E-03,2.8605786,-2.46092,4.19E-01,APIP,APAF1 interacting protein
225841_at,0.109246,6.60E-03,-2.8599664,-2.46233,-4.42E-01,HENMT1,HEN1 methyltransferase homolog 1
1558565_at,0.109246,6.61E-03,-2.8596527,-2.46305,-2.15E-01,AKNA,AT-hook transcription factor
